1;;-1
3;;-1
4;;-1
5;;-1
6;;1
7;;-1
8;;1
11;;-1
13;;-1
14;;0
16;;-1
17;;1
18;;-1
21;;-1
22;;-1
24;;1
25;;-1
26;;1
27;;-1
29;;-1
30;;1
31;;0
32;;-1
34;;-1
36;;-1
39;;-1
40;;-1
43;;-1
46;;-1
47;;-1
49;;-1
51;;-1
53;;0
54;;1
55;;0
56;;1
57;;1
58;;0
59;;0
60;;-1
61;;-1
62;;-1
63;;-1
64;;-1
66;;1
68;;-1
69;;-1
72;;1
73;;0
74;;-1
78;;-1
79;;-1
80;;-1
81;;-1
82;;-1
83;;-1
84;;0
86;;1
87;;-1
89;;-1
92;;-1
93;;-1
94;;-1
97;;-1
99;;-1
102;;-1
103;;-1
106;;-1
107;;-1
108;;-1
109;;-1
111;;0
112;;-1
113;;-1
114;;-1
115;;-1
116;;-1
117;;-1
118;;-1
119;;-1
121;;-1
122;;-1
124;;-1
126;;-1
127;;-1
128;;-1
129;;-1
130;;-1
131;;-1
132;;-1
133;;-1
134;;-1
135;;-1
136;;-1
138;;-1
139;;-1
140;;-1
141;;-1
143;;-1
145;;-1
147;;-1
150;;-1
152;;-1
153;;-1
156;;-1
157;;-1
158;;-1
160;;0
161;;-1
163;;-1
165;;0
166;;-1
168;;1
171;;-1
172;;-1
174;;0
176;;-1
178;;-1
180;;-1
182;;-1
183;;-1
184;;-1
185;;-1
186;;-1
187;;-1
189;;-1
190;;-1
191;;-1
192;;-1
193;;-1
194;;1
195;;-1
196;;-1
197;;1
201;;0
202;;-1
205;;-1
206;;-1
207;;-1
208;;-1
209;;-1
211;;-1
212;;-1
213;;-1
214;;-1
216;;-1
217;;-1
219;;-1
220;;-1
221;;-1
222;;-1
224;;-1
225;;-1
226;;0
227;;-1
228;;-1
229;;-1
230;;-1
231;;-1
234;;-1
235;;-1
237;;0
238;;-1
240;;-1
241;;1
242;;-1
243;;1
244;;-1
245;;0
246;;-1
247;;-1
249;;1
250;;-1
253;;-1
254;;-1
256;;-1
258;;-1
260;;-1
261;;1
262;;-1
266;;-1
268;;-1
270;;-1
274;;-1
275;;-1
277;;-1
278;;0
280;;1
281;;-1
282;;-1
283;;-1
287;;-1
288;;1
291;;-1
293;;-1
296;;-1
298;;1
299;;0
300;;-1
301;;-1
302;;-1
305;;-1
306;;-1
308;;-1
311;;1
313;;-1
316;;-1
317;;-1
318;;-1
319;;0
322;;-1
324;;-1
326;;-1
327;;-1
329;;-1
331;;-1
334;;-1
336;;-1
337;;-1
341;;-1
342;;1
344;;-1
346;;-1
348;;0
350;;0
351;;-1
352;;-1
353;;-1
356;;-1
357;;-1
359;;-1
362;;-1
363;;-1
364;;-1
366;;-1
367;;-1
369;;-1
371;;0
372;;-1
373;;-1
374;;1
375;;-1
377;;-1
379;;-1
380;;-1
385;;-1
386;;0
388;;-1
389;;-1
391;;-1
392;;0
393;;-1
394;;-1
395;;-1
